NM_URNA_CANDIDATO,SG_PARTIDO,SG_UF,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
PASTOR GOMES,PP,RJ,55.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,11933
CORONEL MÉDICA EDNA QUEIROZ,PP,RJ,56.0,FEMININO,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,11771
ANA JÚLIA,PT,PR,22.0,FEMININO,ENSINO MÉDIO COMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,13213
VALADÃO DO POVO,PMB,SP,38.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,35300
RAFAELLA RODRIGUES,REDE,PA,37.0,FEMININO,SUPERIOR COMPLETO,BIOMÉDICO,N,NÃO DIVULGÁVEL,18789
EROS ASFURY,UNIÃO,AC,48.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44144
BRUNO RICHARDSON,PTB,RN,43.0,MASCULINO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,14190
EDCLEY COELHO,PSB,MT,47.0,MASCULINO,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,40444
OLYNTHO NETO,REPUBLICANOS,TO,36.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,10000
RITA UIARA,REDE,MG,40.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,18110
REGINA GUIMARÃES PAÉ,PRTB,TO,28.0,FEMININO,SUPERIOR COMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,28996
JUNIOR JL,PMB,RJ,39.0,MASCULINO,ENSINO MÉDIO COMPLETO,TAXISTA,N,NÃO DIVULGÁVEL,35622
VALMIR TEIXEIRA,PSB,MT,43.0,MASCULINO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,40600
ROSELI DA GENTE,PROS,PR,53.0,FEMININO,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,90012
ALEX MARQUES,MDB,AP,47.0,MASCULINO,ENSINO MÉDIO COMPLETO,VIGILANTE,N,NÃO DIVULGÁVEL,15151
BÊTA,PSB,SE,52.0,MASCULINO,ENSINO MÉDIO COMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,40333
LOCUTOR FERNANDO LOPES,REPUBLICANOS,ES,32.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,N,NÃO DIVULGÁVEL,10345
MISS MARLI DRUMOND,PSC,RJ,62.0,FEMININO,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,20015
PROFESSORA JOELMA DUTRA,PP,BA,47.0,FEMININO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,11331
CHRISTIAN LEMOS ,PSDB,RS,39.0,MASCULINO,SUPERIOR COMPLETO,PRODUTOR AGROPECUÁRIO,N,NÃO DIVULGÁVEL,45101
BRUNO CARRÃO PATAXO,CIDADANIA,RS,34.0,MASCULINO,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,23234
JOSÉ CAPAVERDE,PL,RS,25.0,MASCULINO,SUPERIOR COMPLETO,PRODUTOR AGROPECUÁRIO,N,NÃO DIVULGÁVEL,22122
AGENTE PIVA,PSD,SP,43.0,MASCULINO,SUPERIOR INCOMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,55600
ROSE SERRA,REPUBLICANOS,BA,48.0,FEMININO,ENSINO MÉDIO INCOMPLETO,ESTETICISTA,N,NÃO DIVULGÁVEL,10244
ZEIDAN,PT,RJ,55.0,FEMININO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,13103
CABO WELITON,PMB,RJ,38.0,MASCULINO,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,35762
PEDRO RELOJOEIRO,PT,RR,64.0,MASCULINO,ENSINO MÉDIO COMPLETO,COMERCIÁRIO,N,NÃO DIVULGÁVEL,13100
ANTONIO HENRIQUE,PDT,CE,51.0,MASCULINO,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,12111
ELIANA PATRIOTA,UNIÃO,SC,52.0,FEMININO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,44800
LIZA,PP,RS,52.0,FEMININO,ENSINO MÉDIO COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,11070
JOZELINO RODRIGUES,PATRIOTA,TO,48.0,MASCULINO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,51122
TIA LU DA RECICLAGEM,PSB,RJ,48.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40132
ROBERTO CIDADE,UNIÃO,AM,36.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,44555
VILSON DO PADRE LIBERIO,PMN,MG,50.0,MASCULINO,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,33037
WILLIAN PANDA,PSB,GO,39.0,MASCULINO,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,40789
ÁTILA MARQUES,REPUBLICANOS,GO,26.0,MASCULINO,SUPERIOR INCOMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,10500
THAISE GUEDES,MDB,AL,35.0,FEMININO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,15400
JOVEM JADIEL,MDB,MT,30.0,MASCULINO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,15456
LUISA SANT ANNA,DC,RJ,26.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,27035
ILDO SEBASTIÃO,PSOL,GO,57.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CATADOR DE RECICLÁVEIS,N,NÃO DIVULGÁVEL,50560
TONY DO CONSELHO,AGIR,PB,67.0,MASCULINO,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,36777
SIMAR DA CAUSA ANIMAL,AVANTE,MG,53.0,MASCULINO,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,70192
CLAUDIO TINOCO,UNIÃO,BA,53.0,MASCULINO,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,44244
TIA SÚ,AGIR,BA,63.0,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,36333
DUDU SACRISTÃO,PMN,CE,50.0,MASCULINO,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,33800
PRETA DA RADIO CAPITAL,PSC,SP,48.0,FEMININO,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,20629
ANTONIO ARAMONI,UNIÃO,MS,42.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44666
MISSIONARIA GRAÇA MIRANDA,REPUBLICANOS,PE,63.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10122
JOSÉ DIAS,PSDB,RN,83.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,45555
NASARÉ ALENCAR,UNIÃO,CE,52.0,FEMININO,ENSINO MÉDIO INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44557
BOSCO SARAIVA,SOLIDARIEDADE,AM,63.0,MASCULINO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,77777
LUCIMAR FIDELIS,DC,GO,47.0,FEMININO,ENSINO MÉDIO COMPLETO,GERENTE,N,NÃO DIVULGÁVEL,27600
MEIRY OLIVEIRA,PDT,AC,28.0,FEMININO,SUPERIOR COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,12287
DRA. MAFRA,PL,SE,51.0,FEMININO,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,22777
ENEAS SALES,PMB,SP,53.0,MASCULINO,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,35553
DARLENE DA TUCA,PSDB,RS,39.0,FEMININO,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,45700
HOSANA CHAGAS,MDB,PB,48.0,FEMININO,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,15333
EDUARDO FELIX,PSDB,RJ,53.0,MASCULINO,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,45637
TENENTE BAHIA,PL,SP,35.0,MASCULINO,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,22900
PROFESSORA VÂNIA TRETTEL,PL,MT,60.0,FEMININO,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,22002
SOLANGE BEZERRA,PSC,MA,54.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,20300
SOLDADO ROSA,REPUBLICANOS,RS,35.0,FEMININO,SUPERIOR INCOMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,10333
ERIC COSTA,PSD,MA,38.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,55800
CABO MACIEL,PL,AM,60.0,MASCULINO,ENSINO MÉDIO COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,22333
PROF LIS MARINHO,PP,PI,62.0,FEMININO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,11777
ARTUR LORENTZ,NOVO,RS,62.0,MASCULINO,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,30100
GUSTAVO SEBBA,PSDB,GO,35.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,S,NÃO DIVULGÁVEL,45222
SUELY BARRETO,CIDADANIA,SE,43.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,23023
JACKES ANDRADE,PSOL,RS,51.0,MASCULINO,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,50456
DANILO ROCHA,NOVO,MG,31.0,MASCULINO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,30600
FABIO FERREIRA,AGIR,ES,50.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,36666
CLAUDIO VIGILANTE,PROS,AP,54.0,MASCULINO,ENSINO MÉDIO COMPLETO,VIGILANTE,N,NÃO DIVULGÁVEL,90246
ELIEL JOSÉ,PODE,GO,45.0,MASCULINO,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,19789
JOÃO ROCHA,UNIÃO,SP,65.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44445
PR CARLOS PENHA,SOLIDARIEDADE,RJ,71.0,MASCULINO,ENSINO MÉDIO COMPLETO,"TÉCNICO DE OBRAS CIVIS, ESTRADAS, SANEAMENTO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,77789
BETE WERNER QUANDT,PSD,SC,55.0,FEMININO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,55255
DR EDER ACUPUNTURISTA,PL,PR,60.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,22922
DEMAS NEVES,PP,PE,52.0,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,11123
KARINA LEDA,PROS,MA,54.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,90999
YURI HARA,SOLIDARIEDADE,AM,33.0,MASCULINO,SUPERIOR COMPLETO,RELAÇÕES-PÚBLICAS,N,NÃO DIVULGÁVEL,77677
CABO AÊNIA,PL,PE,42.0,FEMININO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22190
RODRIGO MORAES,PL,SP,38.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,22541
POLACA SOMARIVA,AGIR,PR,49.0,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,36454
MARCO BUENO,REPUBLICANOS,SP,44.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,10120
SANDRO DE CLÁUDIO SENA,MDB,BA,36.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,15122
ALUISIO LESSA,PSB,PE,64.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,40777
ANGELA EMPREGUETE,PP,SE,57.0,FEMININO,ENSINO FUNDAMENTAL COMPLETO,EMPREGADO DOMÉSTICO,N,NÃO DIVULGÁVEL,11777
WALLBER VIRGOLINO,PL,PB,44.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,22190
DR GREGORIO,PL,ES,37.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,22999
MARIANA SOARES,PSB,AL,27.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40234
LEIA WAGNER,REDE,ES,46.0,FEMININO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,18144
ISAEL DIA,PMN,MG,44.0,MASCULINO,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,33010
NICELIA CASCIANO,PL,RN,38.0,FEMININO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22999
ILZA DO CARMO,PODE,MG,54.0,FEMININO,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,19995
TENENTE COLETIVO PROGRESSISTA,PSOL,MS,52.0,MASCULINO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,50999
CHUPETA,REPUBLICANOS,ES,55.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,10007
LUCIANA XAVIER,AVANTE,RJ,52.0,FEMININO,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,70889
PEPES,PATRIOTA,AC,68.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,51234
LEO SALAZAR,CIDADANIA,PE,43.0,MASCULINO,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,23023
MARTILENE ALMEIDA,PRTB,MA,57.0,FEMININO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,28070
YARA HAQUIM,NOVO,RJ,39.0,FEMININO,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,30330
LIZA RAMOS,PROS,PR,40.0,FEMININO,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,90403
NAVEGANTES,UNIÃO,RN,43.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44777
ALEIDO AFIUNE,PSB,GO,64.0,MASCULINO,SUPERIOR COMPLETO,ECONOMISTA,N,NÃO DIVULGÁVEL,40051
ANA CONCEIÇÃO,REPUBLICANOS,RR,51.0,FEMININO,ENSINO MÉDIO COMPLETO,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),N,NÃO DIVULGÁVEL,10888
RENAN JORDY,PL,RJ,44.0,MASCULINO,SUPERIOR COMPLETO,ECONOMISTA,N,NÃO DIVULGÁVEL,22111
ZEZINHO ALBUQUERQUE,PP,CE,67.0,MASCULINO,SUPERIOR INCOMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,11111
GLEYCE KELLY DOS RITMOS,PSB,PA,40.0,FEMININO,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40321
HILDEGARD,UNIÃO,AP,46.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44000
GIBSON DESIGN,PSOL,BA,28.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,50369
LINDEMBERG BARBOSA,AGIR,MS,57.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,36333
GUSTAVO SANTANA,PL,MG,44.0,MASCULINO,SUPERIOR INCOMPLETO,EMPRESÁRIO,S,NÃO DIVULGÁVEL,22800
PASTOR WAGNER FELIPE,REPUBLICANOS,AC,41.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,10777
ZÉ CARLOS DO CARRO CEGONHA,PL,RO,61.0,MASCULINO,ENSINO MÉDIO COMPLETO,MEMBRO DAS FORÇAS ARMADAS,N,NÃO DIVULGÁVEL,22345
FRANCELINO MONTEIRO,PL,MG,42.0,MASCULINO,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,22051
ENGENHEIRO NAKAMOTO,PTB,MT,46.0,MASCULINO,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,14022
ROBERLAN COKIM,PSC,TO,46.0,MASCULINO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,20200
IVANIR CANTON,PL,PR,69.0,FEMININO,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,22202
MARCELINHO VEIGA,UNIÃO,BA,34.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,44111
 ROBERTO ALCANTARA,PSB,PA,53.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,40800
RENAN DA MATA,PSC,SP,48.0,MASCULINO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,20522
CLEITON FOSSA,MDB,SC,43.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,15800
FLAVIA GARI,AGIR,GO,42.0,FEMININO,ENSINO MÉDIO INCOMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,36002
ROMENIL MIRANDA,REPUBLICANOS,BA,55.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,10002
JAIR BATISTELLO,PSD,RS,52.0,MASCULINO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,55077
ÂNGELO MÁRCIO ,PSOL,MG,47.0,MASCULINO,SUPERIOR COMPLETO,MILITAR REFORMADO,N,NÃO DIVULGÁVEL,50013
PROFESSOR GUSTAVO,PT,RJ,67.0,MASCULINO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,N,NÃO DIVULGÁVEL,13001
JOHNNY GUERRA GAI,PTB,MS,43.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,14555
ERICA MARTINS,AGIR,PR,40.0,FEMININO,ENSINO MÉDIO COMPLETO,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,N,NÃO DIVULGÁVEL,36354
JOELNA HOLDER,PSC,RO,47.0,FEMININO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,20300
PASTOR JOABER RIBEIRO,PSDB,ES,29.0,MASCULINO,SUPERIOR COMPLETO,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,N,NÃO DIVULGÁVEL,45456
VALERIA-COLETIVO DE MULHERES ,PSOL,MS,35.0,FEMININO,SUPERIOR COMPLETO,PSICÓLOGO,N,NÃO DIVULGÁVEL,50367
SIMONE SABIN,PTB,RS,56.0,FEMININO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,14800
FERNANDO VETERINÁRIO,MDB,BA,54.0,MASCULINO,SUPERIOR COMPLETO,GERENTE,N,NÃO DIVULGÁVEL,15580
IRMÃO MARCIO CASTRO,PP,PA,50.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,11555
RICARDO ARRUDA,MDB,MA,46.0,MASCULINO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,15000
PROFESSOR RILTON HILDEBRANDO,PDT,MG,45.0,MASCULINO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,12001
MICHELLE DA BANCADA DO BATOM,PT,AL,36.0,FEMININO,SUPERIOR COMPLETO,SECRETÁRIO E DATILÓGRAFO,N,NÃO DIVULGÁVEL,13111
MAURO ANGELO,PSDB,ES,41.0,MASCULINO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,N,NÃO DIVULGÁVEL,45233
ELDO,PDT,PA,34.0,MASCULINO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,12456
ANDREATTA DA MONTREAL,AGIR,PR,58.0,MASCULINO,LÊ E ESCREVE,OUTROS,N,NÃO DIVULGÁVEL,36444
PAULO CAINE,PROS,SP,56.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,90988
DR. EUGÊNIO,PSB,MT,57.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,40999
ANNE MARJORIE,MDB,RN,39.0,FEMININO,SUPERIOR INCOMPLETO,TERAPEUTA,N,NÃO DIVULGÁVEL,15333
CARLOS LIMA,PP,MG,61.0,MASCULINO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,11911
SARGENTO ALEIXO DO JUDÔ,PMB,SP,53.0,MASCULINO,ENSINO MÉDIO INCOMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,35554
EMERSON ALEX,SOLIDARIEDADE,MG,41.0,MASCULINO,SUPERIOR INCOMPLETO,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,N,NÃO DIVULGÁVEL,77678
ADILSON PIQUINÊS,AVANTE,MG,56.0,MASCULINO,SUPERIOR INCOMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,70600
ADRIANA ALVES,PSDB,AM,34.0,FEMININO,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,45111
GINACK JUNIOR,PL,SP,54.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,22822
DOUTOR WILSON BATISTA,PSD,MG,53.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,S,NÃO DIVULGÁVEL,55123
VERA DA SÃO RAFAEL,PSOL,PB,47.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,50110
JOÃO PAULO CAMARGO,PSD,GO,43.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,55512
PROFESSORA VILANI,PSOL,CE,62.0,FEMININO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,50180
OSVALDO FURTADO SOCORRISTA,PL,CE,54.0,MASCULINO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,22900
RODRIGO ROMÃO,PC do B,SP,41.0,MASCULINO,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,65333
THIAGO CIRIACO,PMN,CE,36.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,33888
DENIS RICARDO,CIDADANIA,PE,34.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,23000
IVAN XERENTE,PSC,TO,49.0,MASCULINO,ENSINO MÉDIO COMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,20700
MARIANA BOGÉA,PTB,PA,45.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,14567
ENZUH,PROS,SP,32.0,MASCULINO,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,90202
CASÃO V8,PSC,MG,64.0,MASCULINO,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,20108
REGGINA SCHEFFER,PTB,PR,52.0,FEMININO,SUPERIOR COMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,14363
WILMA GLEICE DA SAÚDE,REPUBLICANOS,GO,55.0,FEMININO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,10177
TEREZINHA MAIA,PL,RN,57.0,FEMININO,SUPERIOR COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,22123
MAGUI,REPUBLICANOS,BA,48.0,FEMININO,ENSINO MÉDIO COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,10444
CARLOS DAMACENO,PATRIOTA,RO,37.0,MASCULINO,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,51000
LUCIA CANTANHEDE,DC,MA,51.0,FEMININO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,27232
LEIDE MENGATTI,PSB,SP,66.0,FEMININO,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,40112
SOLDADO RIMA RICA,PSOL,MG,34.0,MASCULINO,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,50222
WLAD MESQUITA,REPUBLICANOS,MT,39.0,MASCULINO,SUPERIOR COMPLETO,POLICIAL CIVIL,N,NÃO DIVULGÁVEL,10777
CLOARA PINHEIRO,PSD,PR,59.0,FEMININO,SUPERIOR COMPLETO,COMUNICÓLOGO,N,NÃO DIVULGÁVEL,55500
FABIO BRAGA,PP,MA,53.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,11123
